muX;IC95_lower;IC95_upper;pointwise_pout;sigma;epsilon;p_out
11.011481988760877;10.25503365357525;11.766370514800798;0.007925803052068641;0.21579574083772976;0.517426624245963;0.03890058848542296
10.996237845678111;10.238052340527771;11.74938920175332;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.980993702595665;10.238052340527771;11.715426575658363;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.965749559513384;10.272014966622727;11.681463949563408;0.023189762127197224;0.21579574083772976;0.517426624245963;0.03890058848542296
11.052263674600944;10.305977592717683;11.800333140895754;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.138777789688561;10.356921531860117;11.9192023322281;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.225291904776205;10.424846784050029;12.02109021051297;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.311806019863862;10.50975334928742;12.089015462702882;0.9999329130635778;0.21579574083772976;0.517426624245963;0.03890058848542296
11.398296323482317;10.628622540619766;12.156940714892794;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.484786627100773;10.747491731952113;12.207884654035228;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.571276930719232;10.883342236331938;12.224865967082707;0.014014369781583979;0.21579574083772976;0.517426624245963;0.03890058848542296
11.5763439759208;10.86636092328446;12.258828593177661;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.581411021122369;10.86636092328446;12.27580990622514;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.586478066323936;10.900323549379415;12.258828593177661;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.591545111525505;10.95126748852185;12.207884654035228;0.014827726732658362;0.21579574083772976;0.517426624245963;0.03890058848542296
11.506354434542915;10.832398297189503;12.156940714892794;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.421163757560333;10.76447304499959;12.072034149655403;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.335973080577748;10.713529105857157;11.953164958323057;0.013994137928884326;0.21579574083772976;0.517426624245963;0.03890058848542296
11.33913459859323;10.662585166714724;11.987127584418012;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.342296116608711;10.662585166714724;12.00410889746549;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.345457634624193;10.679566479762201;12.00410889746549;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.348619152639674;10.730510418904636;11.953164958323057;0.0065181472590114765;0.21579574083772976;0.517426624245963;0.03890058848542296
11.36369208466217;10.713529105857157;12.00410889746549;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.378765016684667;10.730510418904636;12.02109021051297;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.393837948707162;10.76447304499959;12.00410889746549;0.007574114930503592;0.21579574083772976;0.517426624245963;0.03890058848542296
11.367778860794902;10.696547792809678;12.02109021051297;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.341719772882634;10.662585166714724;12.00410889746549;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.315660684970368;10.645603853667245;11.970146271370535;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.289601597058104;10.662585166714724;11.902221019180622;0.00648419750221785;0.21579574083772976;0.517426624245963;0.03890058848542296
11.273556869105116;10.628622540619766;11.902221019180622;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.257512141152127;10.611641227572289;11.902221019180622;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.241467413199135;10.611641227572289;11.851277080038187;0.007086022298964931;0.21579574083772976;0.517426624245963;0.03890058848542296
11.256941070193554;10.594659914524811;11.902221019180622;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.272414727187972;10.577678601477333;11.936183645275579;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.287888384182391;10.611641227572289;11.936183645275579;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.303362041176808;10.662585166714724;11.9192023322281;0.023615796990977087;0.21579574083772976;0.517426624245963;0.03890058848542296
11.204881935843218;10.543715975382376;11.851277080038187;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.106401830509629;10.441828097097508;11.74938920175332;;0.21579574083772976;0.517426624245963;0.03890058848542296
11.00792172517604;10.373902844907596;11.613538697373496;0.006972406042285736;0.21579574083772976;0.517426624245963;0.03890058848542296
10.938006187012082;10.272014966622727;11.579576071278538;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.868090648848117;10.187108401385338;11.528632132136105;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.79817511068416;10.136164462242903;11.443725566898713;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.728259572520201;10.102201836147946;11.341837688613847;0.006429733354867148;0.21579574083772976;0.517426624245963;0.03890058848542296
10.65670758122442;10.000313957863078;11.290893749471412;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.58515558992865;9.932388705673166;11.2229684972815;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.513603598632876;9.89842607957821;11.121080618996631;0.012769998516298306;0.21579574083772976;0.517426624245963;0.03890058848542296
10.525488440824795;9.864463453483253;11.172024558139064;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.537373283016715;9.864463453483253;11.205987184234022;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.549258125208635;9.88144476653073;11.205987184234022;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.561142967400553;9.932388705673166;11.172024558139064;0.009259996448098246;0.21579574083772976;0.517426624245963;0.03890058848542296
10.633811823800544;9.9833326448156;11.273912436423934;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.706480680200531;10.051257897005513;11.341837688613847;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.77914953660052;10.15314577529038;11.39278162775628;0.006478769059883655;0.21579574083772976;0.517426624245963;0.03890058848542296
10.847592080017861;10.170127088337859;11.511650819088626;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.916034623435205;10.221071027480292;11.596557384326017;;0.21579574083772976;0.517426624245963;0.03890058848542296
10.984477166852546;10.288996279670204;11.64750132346845;;0.21579574083772976;0.517426624245963;0.03890058848542296
